sz,ProbeType,CSI,ProbeType2,CSI2,cueorder,cat1,cat2,trial,position,ups,downs,pos,color,col_a,col_b
2,1,5,0,0.3,1,1,0,913,729,"(-200, 100),(-100, 200)","(100, -200),(200, -100)","(-200, 100),(-100, 200),(100, -200),(200, -100)","(0, 128, 128),(255, 140, 0),(139, 69, 19),(128, 0, 128)","(0, 128, 128),(255, 140, 0)","(139, 69, 19),(128, 0, 128)"
4,0,5,2,5,0,1,0,914,431,"(-200, 100),(-100, 200),(200, 100),(100, 200)","(-100, -200),(200, -100),(100, -200),(-200, -100)","(-200, 100),(-100, 200),(200, 100),(100, 200),(-100, -200),(200, -100),(100, -200),(-200, -100)","(0, 128, 128),(107, 142, 35),(255, 140, 0),(0, 102, 102),(0, 100, 0),(0, 230, 115),(255, 128, 0),(139, 69, 19)","(0, 128, 128),(107, 142, 35),(255, 140, 0),(0, 102, 102)","(0, 100, 0),(0, 230, 115),(255, 128, 0),(139, 69, 19)"
1,0,0.3,2,2,0,0,1,915,408,"(200, 100)","(200, -100)","(200, 100),(200, -100)","(255, 140, 0),(0, 230, 115)","(255, 140, 0)","(0, 230, 115)"
4,2,2,2,2,0,1,0,916,991,"(200, 100),(-200, 100),(100, 200),(-100, 200)","(-100, -200),(100, -200),(200, -100),(-200, -100)","(200, 100),(-200, 100),(100, 200),(-100, 200),(-100, -200),(100, -200),(200, -100),(-200, -100)","(255, 182, 193),(107, 142, 35),(0, 102, 102),(255, 140, 0),(139, 69, 19),(0, 230, 115),(255, 128, 0),(128, 0, 128)","(255, 182, 193),(107, 142, 35),(0, 102, 102),(255, 140, 0)","(139, 69, 19),(0, 230, 115),(255, 128, 0),(128, 0, 128)"
3,0,2,2,0.3,0,0,1,917,402,"(-100, 200),(100, 200),(-200, 100)","(200, -100),(100, -200),(-200, -100)","(-100, 200),(100, 200),(-200, 100),(200, -100),(100, -200),(-200, -100)","(222, 184, 135),(0, 128, 128),(0, 102, 102),(139, 69, 19),(255, 128, 0),(128, 0, 128)","(222, 184, 135),(0, 128, 128),(0, 102, 102)","(139, 69, 19),(255, 128, 0),(128, 0, 128)"
4,0,0.3,0,5,0,1,0,918,27,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(-100, -200),(-200, -100),(100, -200),(200, -100)","(255, 140, 0),(107, 142, 35),(0, 128, 128),(222, 184, 135),(255, 128, 0),(0, 230, 115),(139, 69, 19),(128, 0, 128)","(255, 140, 0),(107, 142, 35),(0, 128, 128),(222, 184, 135)","(255, 128, 0),(0, 230, 115),(139, 69, 19),(128, 0, 128)"
2,2,2,1,0.3,1,0,1,919,1085,"(200, 100),(100, 200)","(-100, -200),(200, -100)","(200, 100),(100, 200),(-100, -200),(200, -100)","(222, 184, 135),(255, 182, 193),(128, 0, 128),(255, 128, 0)","(222, 184, 135),(255, 182, 193)","(128, 0, 128),(255, 128, 0)"
4,2,5,0,5,1,0,1,920,1079,"(100, 200),(-100, 200),(-200, 100),(200, 100)","(-200, -100),(-100, -200),(100, -200),(200, -100)","(100, 200),(-100, 200),(-200, 100),(200, 100),(-200, -100),(-100, -200),(100, -200),(200, -100)","(255, 182, 193),(0, 102, 102),(222, 184, 135),(0, 128, 128),(0, 100, 0),(128, 0, 128),(0, 230, 115),(139, 69, 19)","(255, 182, 193),(0, 102, 102),(222, 184, 135),(0, 128, 128)","(0, 100, 0),(128, 0, 128),(0, 230, 115),(139, 69, 19)"
4,0,2,0,0.3,0,1,0,921,331,"(200, 100),(-100, 200),(100, 200),(-200, 100)","(200, -100),(100, -200),(-100, -200),(-200, -100)","(200, 100),(-100, 200),(100, 200),(-200, 100),(200, -100),(100, -200),(-100, -200),(-200, -100)","(107, 142, 35),(222, 184, 135),(255, 182, 193),(0, 128, 128),(255, 128, 0),(128, 0, 128),(0, 230, 115),(0, 100, 0)","(107, 142, 35),(222, 184, 135),(255, 182, 193),(0, 128, 128)","(255, 128, 0),(128, 0, 128),(0, 230, 115),(0, 100, 0)"
4,2,2,0,0.3,1,1,0,922,1015,"(-100, 200),(-200, 100),(200, 100),(100, 200)","(-100, -200),(-200, -100),(200, -100),(100, -200)","(-100, 200),(-200, 100),(200, 100),(100, 200),(-100, -200),(-200, -100),(200, -100),(100, -200)","(107, 142, 35),(0, 102, 102),(222, 184, 135),(0, 128, 128),(139, 69, 19),(0, 230, 115),(255, 128, 0),(0, 100, 0)","(107, 142, 35),(0, 102, 102),(222, 184, 135),(0, 128, 128)","(139, 69, 19),(0, 230, 115),(255, 128, 0),(0, 100, 0)"
1,2,0.3,0,5,0,0,1,923,924,"(100, 200)","(200, -100)","(100, 200),(200, -100)","(222, 184, 135),(255, 128, 0)","(222, 184, 135)","(255, 128, 0)"
3,2,0.3,1,0.3,0,0,1,924,938,"(100, 200),(200, 100),(-200, 100)","(-200, -100),(-100, -200),(100, -200)","(100, 200),(200, 100),(-200, 100),(-200, -100),(-100, -200),(100, -200)","(255, 182, 193),(0, 128, 128),(222, 184, 135),(255, 128, 0),(0, 230, 115),(0, 100, 0)","(255, 182, 193),(0, 128, 128),(222, 184, 135)","(255, 128, 0),(0, 230, 115),(0, 100, 0)"
4,2,0.3,0,2,0,1,0,925,879,"(100, 200),(200, 100),(-100, 200),(-200, 100)","(-200, -100),(-100, -200),(100, -200),(200, -100)","(100, 200),(200, 100),(-100, 200),(-200, 100),(-200, -100),(-100, -200),(100, -200),(200, -100)","(255, 182, 193),(107, 142, 35),(255, 140, 0),(0, 128, 128),(139, 69, 19),(255, 128, 0),(0, 230, 115),(0, 100, 0)","(255, 182, 193),(107, 142, 35),(255, 140, 0),(0, 128, 128)","(139, 69, 19),(255, 128, 0),(0, 230, 115),(0, 100, 0)"
4,1,0.3,0,5,1,0,1,926,783,"(-200, 100),(200, 100),(100, 200),(-100, 200)","(200, -100),(-200, -100),(100, -200),(-100, -200)","(-200, 100),(200, 100),(100, 200),(-100, 200),(200, -100),(-200, -100),(100, -200),(-100, -200)","(255, 140, 0),(0, 102, 102),(0, 128, 128),(255, 182, 193),(255, 128, 0),(0, 100, 0),(139, 69, 19),(128, 0, 128)","(255, 140, 0),(0, 102, 102),(0, 128, 128),(255, 182, 193)","(255, 128, 0),(0, 100, 0),(139, 69, 19),(128, 0, 128)"
4,1,0.3,0,5,0,1,0,927,603,"(-100, 200),(200, 100),(100, 200),(-200, 100)","(200, -100),(100, -200),(-200, -100),(-100, -200)","(-100, 200),(200, 100),(100, 200),(-200, 100),(200, -100),(100, -200),(-200, -100),(-100, -200)","(255, 182, 193),(0, 102, 102),(255, 140, 0),(222, 184, 135),(139, 69, 19),(128, 0, 128),(0, 230, 115),(255, 128, 0)","(255, 182, 193),(0, 102, 102),(255, 140, 0),(222, 184, 135)","(139, 69, 19),(128, 0, 128),(0, 230, 115),(255, 128, 0)"
2,0,0.3,0,0.3,0,0,1,928,37,"(200, 100),(100, 200)","(100, -200),(-100, -200)","(200, 100),(100, 200),(100, -200),(-100, -200)","(255, 140, 0),(107, 142, 35),(128, 0, 128),(139, 69, 19)","(255, 140, 0),(107, 142, 35)","(128, 0, 128),(139, 69, 19)"
2,0,2,2,0.3,0,1,0,929,401,"(200, 100),(100, 200)","(-100, -200),(-200, -100)","(200, 100),(100, 200),(-100, -200),(-200, -100)","(107, 142, 35),(0, 102, 102),(139, 69, 19),(0, 100, 0)","(107, 142, 35),(0, 102, 102)","(139, 69, 19),(0, 100, 0)"
1,0,2,1,2,1,0,1,930,232,"(100, 200)","(100, -200)","(100, 200),(100, -200)","(255, 140, 0),(0, 230, 115)","(255, 140, 0)","(0, 230, 115)"
2,1,0.3,1,5,0,1,0,931,673,"(200, 100),(100, 200)","(-200, -100),(-100, -200)","(200, 100),(100, 200),(-200, -100),(-100, -200)","(0, 102, 102),(255, 182, 193),(0, 230, 115),(255, 128, 0)","(0, 102, 102),(255, 182, 193)","(0, 230, 115),(255, 128, 0)"
1,2,2,0,5,1,1,0,932,1072,"(100, 200)","(100, -200)","(100, 200),(100, -200)","(255, 182, 193),(255, 128, 0)","(255, 182, 193)","(255, 128, 0)"
1,1,5,1,5,0,0,1,933,680,"(200, 100)","(200, -100)","(200, 100),(200, -100)","(222, 184, 135),(139, 69, 19)","(222, 184, 135)","(139, 69, 19)"
2,0,0.3,0,2,1,0,1,934,193,"(-100, 200),(200, 100)","(200, -100),(-100, -200)","(-100, 200),(200, 100),(200, -100),(-100, -200)","(222, 184, 135),(0, 128, 128),(128, 0, 128),(255, 128, 0)","(222, 184, 135),(0, 128, 128)","(128, 0, 128),(255, 128, 0)"
1,0,2,0,0.3,1,1,0,935,436,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(0, 128, 128),(0, 230, 115)","(0, 128, 128)","(0, 230, 115)"
3,1,2,1,2,1,0,1,936,810,"(-200, 100),(100, 200),(200, 100)","(100, -200),(-100, -200),(-200, -100)","(-200, 100),(100, 200),(200, 100),(100, -200),(-100, -200),(-200, -100)","(0, 128, 128),(222, 184, 135),(255, 182, 193),(0, 230, 115),(128, 0, 128),(255, 128, 0)","(0, 128, 128),(222, 184, 135),(255, 182, 193)","(0, 230, 115),(128, 0, 128),(255, 128, 0)"
4,0,5,0,5,0,1,0,937,323,"(-100, 200),(-200, 100),(100, 200),(200, 100)","(200, -100),(-100, -200),(100, -200),(-200, -100)","(-100, 200),(-200, 100),(100, 200),(200, 100),(200, -100),(-100, -200),(100, -200),(-200, -100)","(255, 182, 193),(107, 142, 35),(222, 184, 135),(0, 102, 102),(255, 128, 0),(139, 69, 19),(128, 0, 128),(0, 230, 115)","(255, 182, 193),(107, 142, 35),(222, 184, 135),(0, 102, 102)","(255, 128, 0),(139, 69, 19),(128, 0, 128),(0, 230, 115)"
2,0,0.3,0,0.3,0,1,0,938,325,"(-100, 200),(200, 100)","(200, -100),(-100, -200)","(-100, 200),(200, 100),(200, -100),(-100, -200)","(0, 128, 128),(255, 140, 0),(0, 230, 115),(139, 69, 19)","(0, 128, 128),(255, 140, 0)","(0, 230, 115),(139, 69, 19)"
4,2,0.3,1,5,0,0,1,939,963,"(100, 200),(-100, 200),(200, 100),(-200, 100)","(100, -200),(200, -100),(-100, -200),(-200, -100)","(100, 200),(-100, 200),(200, 100),(-200, 100),(100, -200),(200, -100),(-100, -200),(-200, -100)","(255, 140, 0),(255, 182, 193),(222, 184, 135),(107, 142, 35),(128, 0, 128),(139, 69, 19),(0, 230, 115),(255, 128, 0)","(255, 140, 0),(255, 182, 193),(222, 184, 135),(107, 142, 35)","(128, 0, 128),(139, 69, 19),(0, 230, 115),(255, 128, 0)"
3,1,0.3,0,0.3,1,0,1,940,758,"(-100, 200),(-200, 100),(200, 100)","(-200, -100),(100, -200),(200, -100)","(-100, 200),(-200, 100),(200, 100),(-200, -100),(100, -200),(200, -100)","(222, 184, 135),(0, 102, 102),(107, 142, 35),(0, 230, 115),(139, 69, 19),(255, 128, 0)","(222, 184, 135),(0, 102, 102),(107, 142, 35)","(0, 230, 115),(139, 69, 19),(255, 128, 0)"
3,0,5,0,0.3,1,1,0,941,442,"(-200, 100),(-100, 200),(100, 200)","(-200, -100),(100, -200),(200, -100)","(-200, 100),(-100, 200),(100, 200),(-200, -100),(100, -200),(200, -100)","(0, 128, 128),(255, 182, 193),(222, 184, 135),(0, 100, 0),(0, 230, 115),(139, 69, 19)","(0, 128, 128),(255, 182, 193),(222, 184, 135)","(0, 100, 0),(0, 230, 115),(139, 69, 19)"
4,0,5,0,2,0,1,0,942,347,"(100, 200),(-200, 100),(-100, 200),(200, 100)","(-100, -200),(-200, -100),(200, -100),(100, -200)","(100, 200),(-200, 100),(-100, 200),(200, 100),(-100, -200),(-200, -100),(200, -100),(100, -200)","(255, 140, 0),(107, 142, 35),(0, 128, 128),(0, 102, 102),(128, 0, 128),(0, 230, 115),(139, 69, 19),(0, 100, 0)","(255, 140, 0),(107, 142, 35),(0, 128, 128),(0, 102, 102)","(128, 0, 128),(0, 230, 115),(139, 69, 19),(0, 100, 0)"
2,0,5,0,0.3,0,0,1,943,297,"(-200, 100),(200, 100)","(-100, -200),(100, -200)","(-200, 100),(200, 100),(-100, -200),(100, -200)","(107, 142, 35),(255, 182, 193),(139, 69, 19),(255, 128, 0)","(107, 142, 35),(255, 182, 193)","(139, 69, 19),(255, 128, 0)"
3,1,5,2,2,0,0,1,944,706,"(-100, 200),(200, 100),(100, 200)","(-100, -200),(-200, -100),(100, -200)","(-100, 200),(200, 100),(100, 200),(-100, -200),(-200, -100),(100, -200)","(0, 128, 128),(222, 184, 135),(0, 102, 102),(128, 0, 128),(139, 69, 19),(0, 100, 0)","(0, 128, 128),(222, 184, 135),(0, 102, 102)","(128, 0, 128),(139, 69, 19),(0, 100, 0)"
4,0,2,2,2,1,1,0,945,559,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(200, 100),(-200, 100),(-100, 200),(100, 200),(-100, -200),(-200, -100),(100, -200),(200, -100)","(222, 184, 135),(0, 102, 102),(0, 128, 128),(255, 140, 0),(255, 128, 0),(0, 100, 0),(128, 0, 128),(0, 230, 115)","(222, 184, 135),(0, 102, 102),(0, 128, 128),(255, 140, 0)","(255, 128, 0),(0, 100, 0),(128, 0, 128),(0, 230, 115)"
1,2,5,0,5,0,0,1,946,896,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)","(255, 182, 193),(139, 69, 19)","(255, 182, 193)","(139, 69, 19)"
2,0,2,0,2,0,1,0,947,305,"(200, 100),(-200, 100)","(100, -200),(-200, -100)","(200, 100),(-200, 100),(100, -200),(-200, -100)","(0, 128, 128),(255, 140, 0),(139, 69, 19),(0, 100, 0)","(0, 128, 128),(255, 140, 0)","(139, 69, 19),(0, 100, 0)"
3,0,5,1,0.3,1,0,1,948,514,"(200, 100),(100, 200),(-200, 100)","(200, -100),(100, -200),(-200, -100)","(200, 100),(100, 200),(-200, 100),(200, -100),(100, -200),(-200, -100)","(255, 182, 193),(0, 128, 128),(255, 140, 0),(139, 69, 19),(0, 100, 0),(255, 128, 0)","(255, 182, 193),(0, 128, 128),(255, 140, 0)","(139, 69, 19),(0, 100, 0),(255, 128, 0)"
2,2,0.3,0,5,1,1,0,949,1069,"(-100, 200),(200, 100)","(100, -200),(-200, -100)","(-100, 200),(200, 100),(100, -200),(-200, -100)","(0, 128, 128),(255, 140, 0),(255, 128, 0),(0, 230, 115)","(0, 128, 128),(255, 140, 0)","(255, 128, 0),(0, 230, 115)"
4,0,5,0,0.3,1,1,0,950,443,"(-100, 200),(200, 100),(100, 200),(-200, 100)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(-100, 200),(200, 100),(100, 200),(-200, 100),(-200, -100),(100, -200),(200, -100),(-100, -200)","(222, 184, 135),(255, 182, 193),(0, 128, 128),(107, 142, 35),(255, 128, 0),(139, 69, 19),(0, 100, 0),(128, 0, 128)","(222, 184, 135),(255, 182, 193),(0, 128, 128),(107, 142, 35)","(255, 128, 0),(139, 69, 19),(0, 100, 0),(128, 0, 128)"
1,1,2,1,0.3,1,0,1,951,796,"(-100, 200)","(100, -200)","(-100, 200),(100, -200)","(222, 184, 135),(255, 128, 0)","(222, 184, 135)","(255, 128, 0)"
2,1,5,1,5,0,1,0,952,681,"(100, 200),(200, 100)","(-200, -100),(100, -200)","(100, 200),(200, 100),(-200, -100),(100, -200)","(107, 142, 35),(0, 128, 128),(255, 128, 0),(0, 100, 0)","(107, 142, 35),(0, 128, 128)","(255, 128, 0),(0, 100, 0)"
2,1,5,1,0.3,1,0,1,953,801,"(-200, 100),(200, 100)","(100, -200),(-100, -200)","(-200, 100),(200, 100),(100, -200),(-100, -200)","(255, 182, 193),(222, 184, 135),(139, 69, 19),(128, 0, 128)","(255, 182, 193),(222, 184, 135)","(139, 69, 19),(128, 0, 128)"
3,1,0.3,1,0.3,0,0,1,954,650,"(100, 200),(-100, 200),(-200, 100)","(100, -200),(-200, -100),(-100, -200)","(100, 200),(-100, 200),(-200, 100),(100, -200),(-200, -100),(-100, -200)","(222, 184, 135),(107, 142, 35),(255, 140, 0),(128, 0, 128),(255, 128, 0),(0, 100, 0)","(222, 184, 135),(107, 142, 35),(255, 140, 0)","(128, 0, 128),(255, 128, 0),(0, 100, 0)"
2,2,5,0,2,0,1,0,955,885,"(-200, 100),(-100, 200)","(-200, -100),(-100, -200)","(-200, 100),(-100, 200),(-200, -100),(-100, -200)","(0, 102, 102),(255, 182, 193),(139, 69, 19),(128, 0, 128)","(0, 102, 102),(255, 182, 193)","(139, 69, 19),(128, 0, 128)"
1,1,2,1,2,1,1,0,956,808,"(200, 100)","(100, -200)","(200, 100),(100, -200)","(222, 184, 135),(0, 230, 115)","(222, 184, 135)","(0, 230, 115)"
2,1,0.3,1,5,1,0,1,957,817,"(100, 200),(-100, 200)","(-200, -100),(-100, -200)","(100, 200),(-100, 200),(-200, -100),(-100, -200)","(0, 102, 102),(255, 140, 0),(128, 0, 128),(0, 230, 115)","(0, 102, 102),(255, 140, 0)","(128, 0, 128),(0, 230, 115)"
3,0,0.3,1,2,0,1,0,958,374,"(200, 100),(-100, 200),(100, 200)","(200, -100),(100, -200),(-100, -200)","(200, 100),(-100, 200),(100, 200),(200, -100),(100, -200),(-100, -200)","(0, 128, 128),(0, 102, 102),(107, 142, 35),(128, 0, 128),(0, 100, 0),(255, 128, 0)","(0, 128, 128),(0, 102, 102),(107, 142, 35)","(128, 0, 128),(0, 100, 0),(255, 128, 0)"
2,1,0.3,2,2,1,0,1,959,841,"(100, 200),(-100, 200)","(-100, -200),(200, -100)","(100, 200),(-100, 200),(-100, -200),(200, -100)","(0, 102, 102),(222, 184, 135),(128, 0, 128),(255, 128, 0)","(0, 102, 102),(222, 184, 135)","(128, 0, 128),(255, 128, 0)"
4,1,5,1,2,0,0,1,960,671,"(200, 100),(-200, 100),(100, 200),(-100, 200)","(200, -100),(-200, -100),(-100, -200),(100, -200)","(200, 100),(-200, 100),(100, 200),(-100, 200),(200, -100),(-200, -100),(-100, -200),(100, -200)","(0, 102, 102),(107, 142, 35),(255, 182, 193),(255, 140, 0),(255, 128, 0),(139, 69, 19),(0, 230, 115),(128, 0, 128)","(0, 102, 102),(107, 142, 35),(255, 182, 193),(255, 140, 0)","(255, 128, 0),(139, 69, 19),(0, 230, 115),(128, 0, 128)"
3,0,0.3,2,2,0,1,0,961,410,"(200, 100),(100, 200),(-100, 200)","(-200, -100),(100, -200),(-100, -200)","(200, 100),(100, 200),(-100, 200),(-200, -100),(100, -200),(-100, -200)","(0, 128, 128),(0, 102, 102),(107, 142, 35),(128, 0, 128),(139, 69, 19),(255, 128, 0)","(0, 128, 128),(0, 102, 102),(107, 142, 35)","(128, 0, 128),(139, 69, 19),(255, 128, 0)"
3,2,5,1,0.3,1,0,1,962,1090,"(-200, 100),(200, 100),(-100, 200)","(-200, -100),(200, -100),(100, -200)","(-200, 100),(200, 100),(-100, 200),(-200, -100),(200, -100),(100, -200)","(107, 142, 35),(0, 128, 128),(255, 182, 193),(0, 230, 115),(128, 0, 128),(139, 69, 19)","(107, 142, 35),(0, 128, 128),(255, 182, 193)","(0, 230, 115),(128, 0, 128),(139, 69, 19)"
2,0,0.3,0,2,0,1,0,963,13,"(100, 200),(-100, 200)","(100, -200),(200, -100)","(100, 200),(-100, 200),(100, -200),(200, -100)","(222, 184, 135),(255, 140, 0),(0, 230, 115),(0, 100, 0)","(222, 184, 135),(255, 140, 0)","(0, 230, 115),(0, 100, 0)"
4,1,0.3,1,0.3,0,1,0,964,651,"(100, 200),(200, 100),(-100, 200),(-200, 100)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(100, 200),(200, 100),(-100, 200),(-200, 100),(-200, -100),(200, -100),(-100, -200),(100, -200)","(0, 128, 128),(255, 140, 0),(222, 184, 135),(0, 102, 102),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(0, 128, 128),(255, 140, 0),(222, 184, 135),(0, 102, 102)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
3,1,0.3,0,5,1,0,1,965,782,"(-200, 100),(-100, 200),(200, 100)","(100, -200),(-100, -200),(-200, -100)","(-200, 100),(-100, 200),(200, 100),(100, -200),(-100, -200),(-200, -100)","(107, 142, 35),(255, 182, 193),(255, 140, 0),(0, 100, 0),(255, 128, 0),(139, 69, 19)","(107, 142, 35),(255, 182, 193),(255, 140, 0)","(0, 100, 0),(255, 128, 0),(139, 69, 19)"
2,2,0.3,0,0.3,0,1,0,966,865,"(-200, 100),(-100, 200)","(-100, -200),(-200, -100)","(-200, 100),(-100, 200),(-100, -200),(-200, -100)","(255, 140, 0),(0, 128, 128),(255, 128, 0),(128, 0, 128)","(255, 140, 0),(0, 128, 128)","(255, 128, 0),(128, 0, 128)"
4,2,0.3,2,2,0,0,1,967,987,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(200, -100),(-200, -100),(100, -200),(-100, -200)","(100, 200),(-200, 100),(200, 100),(-100, 200),(200, -100),(-200, -100),(100, -200),(-100, -200)","(255, 140, 0),(255, 182, 193),(222, 184, 135),(0, 102, 102),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(255, 140, 0),(255, 182, 193),(222, 184, 135),(0, 102, 102)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
2,0,5,1,2,0,1,0,968,93,"(200, 100),(-100, 200)","(-100, -200),(200, -100)","(200, 100),(-100, 200),(-100, -200),(200, -100)","(0, 128, 128),(255, 182, 193),(0, 230, 115),(0, 100, 0)","(0, 128, 128),(255, 182, 193)","(0, 230, 115),(0, 100, 0)"
2,0,5,2,0.3,0,0,1,969,405,"(-200, 100),(100, 200)","(-100, -200),(-200, -100)","(-200, 100),(100, 200),(-100, -200),(-200, -100)","(222, 184, 135),(0, 128, 128),(0, 100, 0),(255, 128, 0)","(222, 184, 135),(0, 128, 128)","(0, 100, 0),(255, 128, 0)"
2,2,0.3,2,2,0,1,0,970,985,"(-100, 200),(100, 200)","(-200, -100),(-100, -200)","(-100, 200),(100, 200),(-200, -100),(-100, -200)","(107, 142, 35),(222, 184, 135),(255, 128, 0),(0, 100, 0)","(107, 142, 35),(222, 184, 135)","(255, 128, 0),(0, 100, 0)"
4,0,5,0,5,1,0,1,971,215,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)","(255, 140, 0),(255, 182, 193),(107, 142, 35),(222, 184, 135),(139, 69, 19),(255, 128, 0),(0, 100, 0),(128, 0, 128)","(255, 140, 0),(255, 182, 193),(107, 142, 35),(222, 184, 135)","(139, 69, 19),(255, 128, 0),(0, 100, 0),(128, 0, 128)"
2,0,0.3,2,0.3,1,1,0,972,541,"(100, 200),(-100, 200)","(-100, -200),(200, -100)","(100, 200),(-100, 200),(-100, -200),(200, -100)","(0, 128, 128),(255, 182, 193),(0, 230, 115),(128, 0, 128)","(0, 128, 128),(255, 182, 193)","(0, 230, 115),(128, 0, 128)"
1,1,2,1,0.3,0,0,1,973,652,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)","(255, 140, 0),(255, 128, 0)","(255, 140, 0)","(255, 128, 0)"
1,2,0.3,1,5,1,0,1,974,1104,"(100, 200)","(100, -200)","(100, 200),(100, -200)","(107, 142, 35),(128, 0, 128)","(107, 142, 35)","(128, 0, 128)"
1,2,0.3,0,0.3,0,1,0,975,864,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)","(107, 142, 35),(0, 230, 115)","(107, 142, 35)","(0, 230, 115)"
1,1,2,0,2,0,0,1,976,592,"(100, 200)","(100, -200)","(100, 200),(100, -200)","(255, 182, 193),(128, 0, 128)","(255, 182, 193)","(128, 0, 128)"
2,0,5,1,0.3,0,1,0,977,81,"(200, 100),(100, 200)","(-100, -200),(100, -200)","(200, 100),(100, 200),(-100, -200),(100, -200)","(222, 184, 135),(0, 128, 128),(255, 128, 0),(0, 100, 0)","(222, 184, 135),(0, 128, 128)","(255, 128, 0),(0, 100, 0)"
3,2,5,0,5,0,1,0,978,898,"(100, 200),(-200, 100),(200, 100)","(-100, -200),(-200, -100),(100, -200)","(100, 200),(-200, 100),(200, 100),(-100, -200),(-200, -100),(100, -200)","(222, 184, 135),(255, 182, 193),(0, 102, 102),(139, 69, 19),(255, 128, 0),(128, 0, 128)","(222, 184, 135),(255, 182, 193),(0, 102, 102)","(139, 69, 19),(255, 128, 0),(128, 0, 128)"
1,0,0.3,0,0.3,0,0,1,979,288,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)","(222, 184, 135),(255, 128, 0)","(222, 184, 135)","(255, 128, 0)"
3,1,2,0,0.3,1,1,0,980,726,"(-100, 200),(200, 100),(-200, 100)","(-200, -100),(-100, -200),(100, -200)","(-100, 200),(200, 100),(-200, 100),(-200, -100),(-100, -200),(100, -200)","(0, 128, 128),(107, 142, 35),(222, 184, 135),(255, 128, 0),(128, 0, 128),(0, 100, 0)","(0, 128, 128),(107, 142, 35),(222, 184, 135)","(255, 128, 0),(128, 0, 128),(0, 100, 0)"
1,1,5,0,5,0,0,1,981,644,"(-100, 200)","(-200, -100)","(-100, 200),(-200, -100)","(222, 184, 135),(0, 100, 0)","(222, 184, 135)","(0, 100, 0)"
2,0,5,1,2,1,0,1,982,525,"(-200, 100),(200, 100)","(-100, -200),(-200, -100)","(-200, 100),(200, 100),(-100, -200),(-200, -100)","(0, 102, 102),(0, 128, 128),(139, 69, 19),(0, 100, 0)","(0, 102, 102),(0, 128, 128)","(139, 69, 19),(0, 100, 0)"
2,2,0.3,2,5,0,1,0,983,997,"(100, 200),(-100, 200)","(200, -100),(-200, -100)","(100, 200),(-100, 200),(200, -100),(-200, -100)","(255, 182, 193),(255, 140, 0),(139, 69, 19),(0, 230, 115)","(255, 182, 193),(255, 140, 0)","(139, 69, 19),(0, 230, 115)"
4,2,5,2,0.3,0,0,1,984,983,"(-100, 200),(-200, 100),(200, 100),(100, 200)","(-200, -100),(-100, -200),(200, -100),(100, -200)","(-100, 200),(-200, 100),(200, 100),(100, 200),(-200, -100),(-100, -200),(200, -100),(100, -200)","(255, 140, 0),(255, 182, 193),(222, 184, 135),(0, 128, 128),(255, 128, 0),(0, 100, 0),(139, 69, 19),(0, 230, 115)","(255, 140, 0),(255, 182, 193),(222, 184, 135),(0, 128, 128)","(255, 128, 0),(0, 100, 0),(139, 69, 19),(0, 230, 115)"
2,2,5,2,5,1,1,0,985,1149,"(-200, 100),(-100, 200)","(200, -100),(-200, -100)","(-200, 100),(-100, 200),(200, -100),(-200, -100)","(0, 102, 102),(0, 128, 128),(128, 0, 128),(0, 230, 115)","(0, 102, 102),(0, 128, 128)","(128, 0, 128),(0, 230, 115)"
2,1,5,2,0.3,1,0,1,986,837,"(100, 200),(200, 100)","(-200, -100),(-100, -200)","(100, 200),(200, 100),(-200, -100),(-100, -200)","(107, 142, 35),(255, 182, 193),(128, 0, 128),(139, 69, 19)","(107, 142, 35),(255, 182, 193)","(128, 0, 128),(139, 69, 19)"
3,2,2,2,0.3,1,1,0,987,1122,"(-200, 100),(-100, 200),(100, 200)","(-100, -200),(100, -200),(-200, -100)","(-200, 100),(-100, 200),(100, 200),(-100, -200),(100, -200),(-200, -100)","(255, 182, 193),(255, 140, 0),(0, 102, 102),(0, 100, 0),(0, 230, 115),(139, 69, 19)","(255, 182, 193),(255, 140, 0),(0, 102, 102)","(0, 100, 0),(0, 230, 115),(139, 69, 19)"
